Activity ID,Assessment,Category,Skill Focus,Activity Type,Activity Title,Activity Description,Time (min),IB Criterion,Style Preference,Text Type(s),Text / Work Focus,Difficulty,Location,Format,Session Use,Exam Proximity,Materials,Energy Level,Support Level,Helps With,Why It Helps,Success Criteria,If You Are Stuck
P2-0559,Paper 2,Crit B1: Technique Spot,Technique: Sonnet Form,Skill Drill,Sonnet in Anne Hathaway,Write one sentence on how Duffy's use of the sonnet form in Anne Hathaway subverts the Shakespearean male tradition. What does choosing this form claim?,1,B,"Reading, Writing, Solitary",The World's Wife,The World's Wife,Advanced,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Independent — you drive the thinking,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0560,Paper 2,Crit B1: Technique Spot,Technique: Monosyllabic Diction,Skill Drill,Monosyllables in Demeter,"Write one sentence on the monosyllabic diction in Demeter. What atmosphere does it create, and how does it serve the poem's emotional register?",1,B,"Reading, Writing, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0561,Paper 2,Crit B1: Technique Spot,Technique: Dramatic Irony ADH,Skill Drill,Dramatic Irony in ADH,Write one sentence identifying the moment of dramatic irony in ADH when Torvald lectures Nora on morality. What does the audience know that he does not?,1,B,"Reading, Writing, Solitary",A Doll's House,A Doll's House,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Speaking Confidence",Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0562,Paper 2,Crit B1: Technique Spot,Technique: Stage Directions,Skill Drill,Stage Direction as Symbol,"Write one sentence on one stage direction in ADH (the door slamming, Nora humming, the lamp being brought in). What does the stage direction communicate that dialogue cannot?",1,B,"Reading, Writing, Solitary",A Doll's House,A Doll's House,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0563,Paper 2,Crit B1: Technique Spot,Technique: List Structure,Skill Drill,Lists in Mrs Faust,Write one sentence on Duffy's use of lists in Mrs Faust. What do the accumulating items reveal about the speaker's relationship to material wealth?,1,B,"Reading, Writing, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Structure & Planning, Speaking Confidence",Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0564,Paper 2,Crit B1: Technique Spot,Technique: Taboo Language,Skill Drill,Taboo Language in TWW,Write one sentence on Duffy's use of taboo language or swearing in TWW. What does the register choice do for the female speaker's voice?,1,B,"Reading, Writing, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Speaking Confidence",Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0565,Paper 2,Crit B1: Technique Spot,Technique: Temporal Compression,Skill Drill,60 Hours in ADH,Write one sentence on Ibsen's compression of the action into approximately 60 hours. What does this temporal constraint do to the psychological intensity of the play?,1,B,"Reading, Writing, Solitary",A Doll's House,A Doll's House,Advanced,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Independent — you drive the thinking,"Analysis Depth, Speaking Confidence",Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0566,Paper 2,Crit B1: Technique Spot,Technique: Satirical Inversion,Skill Drill,Mrs Icarus and Inversion,Write one sentence on the satirical inversion of the male hero in Mrs Icarus. What does inverting the perspective of the Icarus myth achieve?,1,B,"Reading, Writing, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0567,Paper 2,Crit B1: Technique Spot,Technique: Naturalistic Dialogue,Skill Drill,Naturalistic Dialogue ADH,Write one sentence on Ibsen's use of naturalistic dialogue as a departure from theatrical convention. What does naturalistic dialogue ask of an audience that stylised speech does not?,1,B,"Reading, Writing, Solitary",A Doll's House,A Doll's House,Advanced,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Independent — you drive the thinking,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0568,Paper 2,Crit B1: Technique Spot,Technique: Symbolic Costuming,Skill Drill,Fancy-Dress Costume ADH,"Write one sentence on the symbolic function of the fancy-dress costume in ADH. What does Nora perform when she wears it, and what does Ibsen suggest by having Torvald dictate her appearance?",1,B,"Reading, Writing, Solitary",A Doll's House,A Doll's House,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0569,Paper 2,Crit B1: Technique Analysis,Technique: Kinetic Imagery,Technique Drill,Kinetic Imagery in Little Red-Cap,"Write two sentences on the kinetic imagery in Little Red-Cap. What does the movement imagery (beating wings, walking, cutting) contribute to the poem's argument about poetic awakening?",2,B,"Reading, Writing, Analytical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0570,Paper 2,Crit B1: Technique Analysis,Technique: Anthropomorphism,Technique Drill,Anthropomorphism in Mrs Darwin,"Write two sentences on Duffy's use of anthropomorphism in Mrs Darwin. What is the effect of applying ape-like qualities to Darwin, and what does this technique strip from the great man?",2,B,"Reading, Writing, Analytical, Solitary",The World's Wife,The World's Wife,Foundational,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Highly Scaffolded — steps are laid out for you,Analysis Depth,Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0571,Paper 2,Crit B1: Technique Analysis,Technique: Stanzaic Structure,Technique Drill,Stanzaic Structure in Pygmalions Bride,"Write two sentences on the stanzaic structure of Pygmalions Bride. How does the poem's structure reflect the slow thaw of the statue, and what does the final stanza's arrival suggest?",2,B,"Reading, Writing, Analytical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Structure & Planning",Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
P2-0572,Paper 2,Crit B1: Technique Analysis,Technique: Three-Act Structure,Technique Drill,The Tightening Noose,Write two sentences on ADH's three-act structure. How does each act tighten the psychological situation around Nora? What does the structure borrow from the well-made play tradition?,2,B,"Reading, Writing, Analytical, Solitary",A Doll's House,A Doll's House,Developing,At Home,Individual,Warm-Up,Any Time,Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Analysis Depth, Structure & Planning",Deepens your command of The World's Wife and A Doll's House — the knowledge bank Paper 2 draws on.,You can make this point in an essay with a named moment or quotation attached.,Anchor yourself in one scene or poem you know best. Build the answer outward from there.
